"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE924186138848";"Büroanlage";"In Betrieb";"10/10/2016";"11/3/2021";"Solare Strahlungsenergie";"5,7";"5,7";"16225";"Eberswalde";"(natürliche Person)";"ABR953748729897";"3/3/2022"
"SEE916053566922";"Solar20";"In Betrieb";"10/11/2016";"3/23/2021";"Solare Strahlungsenergie";"6,3";"4,6";"16321";"Bernau";"(natürliche Person)";"ABR961342035160";"3/31/2021"
"SEE985413103497";"Atti";"In Betrieb";"10/12/2016";"7/15/2020";"Solare Strahlungsenergie";"3,3";"3,3";"16341";"Panketal";"(natürliche Person)";"ABR927656788895";"6/3/2021"
"SEE962726913463";"Carport";"In Betrieb";"10/12/2016";"9/27/2021";"Solare Strahlungsenergie";"5,4";"5";"16321";"Bernau";"(natürliche Person)";"ABR917423359410";"11/12/2021"
"SEE906690656971";"Garage";"In Betrieb";"10/26/2016";"11/12/2021";"Solare Strahlungsenergie";"2,7";"2,7";"16356";"Ahrensfelde";"(natürliche Person)";"ABR902884449305";"11/12/2021"
"SEE949177780813";"PV-Panketal";"In Betrieb";"11/1/2016";"2/12/2019";"Solare Strahlungsenergie";"6,51";"6,51";"16341";"Panketal";"(natürliche Person)";"ABR910047771446";"5/28/2019"
"SEE901002286587";"Hausdach";"In Betrieb";"11/4/2016";"6/11/2019";"Solare Strahlungsenergie";"4,48";"4";"16356";"Werneuchen";"(natürliche Person)";"ABR905007323032";"9/6/2019"
"SEE915555047021";"Anlage Garage 2,08 KW";"In Betrieb";"11/5/2016";"11/24/2020";"Solare Strahlungsenergie";"2,08";"2";"16356";"Werneuchen";"(natürliche Person)";"ABR906814867818";"4/22/2021"
"SEE940596735941";"JB ABR967072074981";"In Betrieb";"11/10/2016";"12/9/2019";"Solare Strahlungsenergie";"6,6";"6,6";"16348";"Wandlitz";"(natürliche Person)";"ABR967072074981";"12/9/2019"
"SEE945614053144";"Kirsche II";"In Betrieb";"11/11/2016";"6/9/2020";"Solare Strahlungsenergie";"1,92";"1,5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR999344306223";"6/9/2020"
"SEE976991687646";"PVA Werneuchen Deponie";"In Betrieb";"11/22/2016";"10/19/2019";"Solare Strahlungsenergie";"3214,64";"2820";"16356";"Werneuchen";"pvwerk Solar Invest 4 GmbH";"ABR916832328482";"10/19/2019"
"SEE968844709643";"Zur Heide 16, Erweiterung 24.11.2016";"In Betrieb";"11/24/2016";"5/11/2020";"Solare Strahlungsenergie";"1,665";"1,5";"16348";"Wandlitz";"(natürliche Person)";"ABR970483236558";"5/11/2020"
"SEE968710520808";"Solaranlage 1 / 9,88kwp";"In Betrieb";"12/9/2016";"7/13/2020";"Solare Strahlungsenergie";"9,88";"9,88";"16244";"Schorfheide";"Bildungs- und Erholungswerk Barnim";"ABR998967911456";"8/6/2021"
"SEE986411797879";"SME955484435889";"In Betrieb";"12/17/2016";"6/21/2020";"Solare Strahlungsenergie";"9,975";"9,975";"16356";"Ahrensfelde";"(natürliche Person)";"ABR922573990260";"6/21/2020"
"SEE902738316166";"Storkow Anlage 2016";"In Betrieb";"12/21/2016";"11/9/2020";"Solare Strahlungsenergie";"999,82";"957";"17268";"Templin";"(natürliche Person)";"ABR956323244990";"1/7/2021"
"SEE952797273948";"PVA Eberswalde";"In Betrieb";"12/21/2016";"11/18/2020";"Solare Strahlungsenergie";"3498";"3240";"16227";"Eberswalde";"De Santo Solarpark Eberswalde GmbH & Co KG";"ABR995051194351";"12/10/2020"
"SEE958509056519";"PV-Solaranlage 2 2017";"In Betrieb";"1/3/2017";"11/4/2019";"Solare Strahlungsenergie";"5,21";"4";"16321";"Bernau";"(natürliche Person)";"ABR964433720488";"4/14/2021"
"SEE908561058983";"StecaGrid 4003";"In Betrieb";"1/3/2017";"7/13/2020";"Solare Strahlungsenergie";"4,845";"4";"16341";"Panketal";"(natürliche Person)";"ABR967818968062";"8/10/2021"
"SEE998181746667";"ZA Bach 2017";"In Betrieb";"1/4/2017";"12/4/2019";"Solare Strahlungsenergie";"9,5";"9";"16244";"Schorfheide";"Zaunanlagen Bach GmbH";"ABR952430123265";"12/4/2019"
"SEE966937720742";"PVA RG 01";"In Betrieb";"1/4/2017";"7/21/2020";"Solare Strahlungsenergie";"7,65";"7";"16244";"Schorfheide";"(natürliche Person)";"ABR928671054262";"7/21/2020"
"SEE944974542251";"Solaranlage";"In Betrieb";"1/4/2017";"12/9/2020";"Solare Strahlungsenergie";"8,67";"8,67";"16230";"Britz";"(natürliche Person)";"ABR904045546496";"6/2/2021"
"SEE908672284516";"Breusolar";"In Betrieb";"1/4/2017";"1/27/2021";"Solare Strahlungsenergie";"5,1";"4,6";"16227";"Eberswalde";"(natürliche Person)";"ABR913147184796";"7/6/2021"
"SEE904936152874";"2. PV-Anlage Terassendach 2,16kWp";"In Betrieb";"1/4/2017";"3/20/2021";"Solare Strahlungsenergie";"2,16";"2,16";"16321";"Bernau";"(natürliche Person)";"ABR987801366415";"3/30/2021"
"SEE958988723599";"BWW_006_PVA";"In Betrieb";"1/5/2017";"7/15/2020";"Solare Strahlungsenergie";"8,4";"8,4";"16348";"Wandlitz";"(natürliche Person)";"ABR911337205016";"7/15/2020"
"SEE930544856323";"PV";"In Betrieb";"1/5/2017";"11/30/2020";"Solare Strahlungsenergie";"5,2";"3,3";"16348";"Wandlitz";"(natürliche Person)";"ABR953465802972";"11/30/2020"
"SEE911889132310";"Hausdach";"In Betrieb";"1/9/2017";"12/2/2020";"Solare Strahlungsenergie";"3,38";"0,176";"16230";"Breydin";"(natürliche Person)";"ABR911402747021";"12/2/2020"
"SEE900020654774";"Hausdach";"In Betrieb";"1/13/2017";"5/29/2020";"Solare Strahlungsenergie";"3,99";"3,6";"16321";"Bernau";"(natürliche Person)";"ABR993349447547";"2/10/2021"
"SEE950589219921";"Dach";"In Betrieb";"1/17/2017";"10/5/2020";"Solare Strahlungsenergie";"5,13";"4,6";"16321";"Bernau";"(natürliche Person)";"ABR946065642192";"2/13/2021"
"SEE990377913693";"PV-Anlage";"In Betrieb";"1/19/2017";"2/2/2020";"Solare Strahlungsenergie";"7,36";"5,152";"16321";"Bernau";"(natürliche Person)";"ABR970428248011";"2/2/2020"
"SEE979478171447";"Stadtvilla";"In Betrieb";"1/20/2017";"7/16/2020";"Solare Strahlungsenergie";"4,13";"4";"16244";"Schorfheide";"(natürliche Person)";"ABR970173442290";"7/16/2020"
"SEE900722983431";"Iris";"In Betrieb";"1/20/2017";"1/20/2021";"Solare Strahlungsenergie";"3,12";"3,12";"16356";"Werneuchen";"(natürliche Person)";"ABR948955665700";"1/20/2021"
"SEE904086143838";"Hausdach";"In Betrieb";"1/24/2017";"8/4/2020";"Solare Strahlungsenergie";"3";"2,5";"16341";"Panketal";"(natürliche Person)";"ABR967605902538";"8/4/2020"
"SEE919773442811";"Photovoltaik_Anlage";"In Betrieb";"1/30/2017";"1/27/2021";"Solare Strahlungsenergie";"7,695";"7,695";"16321";"Bernau";"(natürliche Person)";"ABR999738934919";"3/16/2021"
"SEE978064437547";"ABR901884093938/Haus";"In Betrieb";"2/1/2017";"4/8/2019";"Solare Strahlungsenergie";"5";"5";"16348";"Wandlitz";"(natürliche Person)";"ABR901884093938";"5/28/2019"
"SEE994688100094";"PVA Lunow-Stolzenhagen";"In Betrieb";"2/1/2017";"7/29/2019";"Solare Strahlungsenergie";"295,36";"246";"16248";"Lunow-Stolzenhagen";"(natürliche Person)";"ABR992990971456";"6/17/2020"
"SEE961073357302";"PV-Dachanlage Erweiterung";"In Betrieb";"2/1/2017";"8/18/2020";"Solare Strahlungsenergie";"5,7";"5";"16348";"Marienwerder";"(natürliche Person)";"ABR937792389276";"6/4/2021"
"SEE904959663678";"Hausdach";"In Betrieb";"2/1/2017";"12/18/2020";"Solare Strahlungsenergie";"5,7";"5";"16341";"Panketal";"(natürliche Person)";"ABR973466513431";"8/24/2021"
"SEE900117528483";"Dach";"In Betrieb";"2/2/2017";"1/16/2021";"Solare Strahlungsenergie";"3,14";"3";"16341";"Panketal";"(natürliche Person)";"ABR902465012751";"7/3/2021"
"SEE944837444784";"Photovoltaikanlagen";"In Betrieb";"2/6/2017";"5/24/2020";"Solare Strahlungsenergie";"5,98";"4,37";"16359";"Biesenthal";"(natürliche Person)";"ABR933067825777";"5/24/2020"
"SEE900326480367";"Blumklee";"In Betrieb";"2/16/2017";"5/9/2020";"Solare Strahlungsenergie";"3,12";"3";"16356";"Ahrensfelde";"(natürliche Person)";"ABR970108688151";"5/9/2020"
"SEE936735653504";"PankW";"In Betrieb";"2/20/2017";"12/8/2019";"Solare Strahlungsenergie";"5,4";"5,4";"16341";"Panketal";"(natürliche Person)";"ABR998728114270";"3/26/2020"
"SEE948934864148";"Hausdach";"In Betrieb";"2/21/2017";"1/19/2020";"Solare Strahlungsenergie";"3,92";"3,7";"16321";"Bernau";"(natürliche Person)";"ABR992985924504";"1/19/2020"
"SEE956149947839";"Solaranlage";"In Betrieb";"3/2/2017";"8/31/2020";"Solare Strahlungsenergie";"5,6";"5,6";"16341";"Panketal";"(natürliche Person)";"ABR952080134680";"9/22/2020"
"SEE963039556750";"Photovoltaik";"In Betrieb";"3/15/2017";"10/25/2021";"Solare Strahlungsenergie";"5,46";"5,46";"16359";"Biesenthal";"(natürliche Person)";"ABR998898499443";"10/25/2021"
"SEE971277813931";"Hausdach";"In Betrieb";"3/16/2017";"7/13/2020";"Solare Strahlungsenergie";"4,575";"4";"16356";"Ahrensfelde";"(natürliche Person)";"ABR937050847487";"7/13/2020"
"SEE901425828463";"Sonne und Strom Hausdach";"In Betrieb";"3/16/2017";"4/13/2021";"Solare Strahlungsenergie";"5,31";"5,31";"16341";"Panketal";"(natürliche Person)";"ABR977602599051";"4/13/2021"
"SEE920301063972";"Hausdach";"In Betrieb";"3/17/2017";"7/21/2020";"Solare Strahlungsenergie";"3,24";"3,24";"16348";"Wandlitz";"(natürliche Person)";"ABR967572962559";"7/21/2020"
"SEE970972429751";"chris3";"In Betrieb";"3/18/2017";"6/27/2020";"Solare Strahlungsenergie";"4,32";"4,32";"16225";"Eberswalde";"(natürliche Person)";"ABR939758008207";"6/3/2021"
"SEE962015997693";"3,36kW";"In Betrieb";"3/21/2017";"1/16/2020";"Solare Strahlungsenergie";"3,36";"2,88";"16321";"Bernau";"(natürliche Person)";"ABR988126419978";"12/10/2020"
"SEE993785218152";"Gartenhaus-Dach";"In Betrieb";"3/22/2017";"4/14/2019";"Solare Strahlungsenergie";"4,24";"4";"16225";"Eberswalde";"(natürliche Person)";"ABR911510231467";"5/28/2019"
"SEE977389496734";"Photovolataikanlage";"In Betrieb";"3/24/2017";"1/18/2021";"Solare Strahlungsenergie";"3,6";"3";"16348";"Wandlitz";"(natürliche Person)";"ABR945584916296";"1/18/2021"
"SEE922951207300";"Photovoltaikanlage";"In Betrieb";"3/24/2017";"1/18/2021";"Solare Strahlungsenergie";"3,3";"3";"16348";"Wandlitz";"(natürliche Person)";"ABR926095727342";"1/18/2021"
"SEE997147601972";"Photovoltaikanlage Buderus";"In Betrieb";"3/27/2017";"1/12/2021";"Solare Strahlungsenergie";"3";"3";"16321";"Bernau";"(natürliche Person)";"ABR923082791522";"2/7/2021"
"SEE909913292970";"Meine PV-Anlage";"In Betrieb";"3/30/2017";"4/9/2019";"Solare Strahlungsenergie";"2,8";"2,8";"16356";"Ahrensfelde";"(natürliche Person)";"ABR913377004185";"1/31/2022"
"SEE944789142202";"Andreas Kastrau";"In Betrieb";"3/30/2017";"7/16/2020";"Solare Strahlungsenergie";"6,72";"2";"16348";"Wandlitz";"(natürliche Person)";"ABR956547916048";"7/16/2020"
"SEE929595396292";"PV-Anlage";"In Betrieb";"3/31/2017";"4/3/2021";"Solare Strahlungsenergie";"22,125";"20";"16321";"Bernau";"(natürliche Person)";"ABR970726531891";"4/3/2021"
"SEE906877127331";"PV-Dach";"In Betrieb";"4/3/2017";"4/8/2021";"Solare Strahlungsenergie";"5,1";"4,6";"16348";"Wandlitz";"(natürliche Person)";"ABR971122646615";"6/17/2021"
"SEE909620673208";"PV-T85 Joachimsthal";"In Betrieb";"4/4/2017";"12/6/2020";"Solare Strahlungsenergie";"9,12";"8";"16247";"Joachimsthal";"Ouart&Ulrich PV GbR";"ABR915364237804";"12/6/2020"
"SEE947547617684";"PV-Anlage_Energieinsel";"In Betrieb";"4/5/2017";"5/11/2019";"Solare Strahlungsenergie";"4,2";"4";"16341";"Panketal";"(natürliche Person)";"ABR954305003511";"9/3/2019"
"SEE998382600492";"Dachsolar";"In Betrieb";"4/10/2017";"7/16/2019";"Solare Strahlungsenergie";"4,16";"4";"16321";"Bernau";"(natürliche Person)";"ABR958150253145";"7/16/2019"
"SEE932880072153";"Photovoltaik";"In Betrieb";"4/11/2017";"5/5/2022";"Solare Strahlungsenergie";"5,7";"5,5";"16321";"Bernau";"(natürliche Person)";"ABR962109073326";"5/5/2022"
"SEE941638071102";"Hausdach";"In Betrieb";"4/12/2017";"1/15/2020";"Solare Strahlungsenergie";"6,625";"6";"16321";"Bernau";"(natürliche Person)";"ABR979114041431";"12/11/2020"
"SEE900738120851";"SolarReihenendhaus";"In Betrieb";"4/18/2017";"12/4/2020";"Solare Strahlungsenergie";"1,995";"1,995";"16348";"Wandlitz";"(natürliche Person)";"ABR967459869063";"12/4/2020"
"SEE983527952284";"Garagendach";"In Betrieb";"4/19/2017";"12/8/2019";"Solare Strahlungsenergie";"5,4";"5,4";"16348";"Wandlitz";"(natürliche Person)";"ABR955480306428";"3/24/2020"
"SEE954315029037";"Garage";"In Betrieb";"4/20/2017";"1/23/2021";"Solare Strahlungsenergie";"4,8";"4,8";"16341";"Panketal";"(natürliche Person)";"ABR941204739313";"1/23/2021"
"SEE937404797383";"Hausdach";"In Betrieb";"4/20/2017";"4/1/2021";"Solare Strahlungsenergie";"5,25";"5,25";"16341";"Panketal";"(natürliche Person)";"ABR920039485039";"4/1/2021"
"SEE943391530254";"Aleo72_SO";"In Betrieb";"4/25/2017";"1/28/2021";"Solare Strahlungsenergie";"7,2";"7";"16348";"Wandlitz";"(natürliche Person)";"ABR987576204721";"1/28/2021"
"SEE966374367760";"Harzgeroder DS";"In Betrieb";"4/27/2017";"1/11/2021";"Solare Strahlungsenergie";"7,425";"7";"16341";"Panketal";"(natürliche Person)";"ABR917787485152";"6/3/2021"
"SEE969034391068";"Hausdach-PV-Anlage";"In Betrieb";"4/27/2017";"1/19/2021";"Solare Strahlungsenergie";"5,13";"5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR915753420589";"1/19/2021"
"SEE923314313843";"PVorwerk";"In Betrieb";"4/28/2017";"9/6/2020";"Solare Strahlungsenergie";"9,9";"9";"16348";"Wandlitz";"(natürliche Person)";"ABR973888275092";"9/20/2020"
"SEE967750080273";"Solar1";"In Betrieb";"4/28/2017";"9/16/2020";"Solare Strahlungsenergie";"9,975";"9,975";"16244";"Schorfheide";"(natürliche Person)";"ABR938620275372";"9/22/2020"
"SEE967882822710";"Halle-Dach";"In Betrieb";"5/5/2017";"1/25/2021";"Solare Strahlungsenergie";"28,355";"28,355";"16356";"Werneuchen";"Fabienne von der Koolwijk";"ABR942164099677";"1/25/2021"
"SEE903131085147";"Hendrik17.14";"In Betrieb";"5/8/2017";"5/5/2019";"Solare Strahlungsenergie";"4,2";"4,2";"16341";"Panketal";"(natürliche Person)";"ABR991315074124";"5/28/2019"
"SEE980518153989";"Hausdach";"In Betrieb";"5/9/2017";"11/24/2020";"Solare Strahlungsenergie";"3,19";"3,19";"16248";"Niederfinow";"(natürliche Person)";"ABR983447775642";"11/24/2020"
"SEE910701118716";"SolarDach";"In Betrieb";"5/9/2017";"1/12/2021";"Solare Strahlungsenergie";"6,1";"6,1";"16225";"Eberswalde";"(natürliche Person)";"ABR901837104247";"1/12/2021"
"SEE910655211426";"Hausdach";"In Betrieb";"5/10/2017";"1/29/2021";"Solare Strahlungsenergie";"5,7";"5";"16321";"Bernau";"(natürliche Person)";"ABR970630573178";"1/29/2021"
"SEE960629511090";"Börnicker";"In Betrieb";"5/11/2017";"11/20/2020";"Solare Strahlungsenergie";"8,4";"7,175";"16321";"Bernau";"(natürliche Person)";"ABR984474119027";"2/1/2021"
"SEE910065680621";"MeinStrom";"In Betrieb";"5/15/2017";"2/14/2019";"Solare Strahlungsenergie";"6,03";"6,03";"16356";"Ahrensfelde";"(natürliche Person)";"ABR984595013204";"5/28/2019"
"SEE906395317894";"Hausdach";"In Betrieb";"5/17/2017";"7/14/2020";"Solare Strahlungsenergie";"3,3";"3,16";"16356";"Ahrensfelde";"(natürliche Person)";"ABR911913102623";"7/14/2020"
"SEE953700093110";"Carport";"In Betrieb";"5/30/2017";"12/9/2019";"Solare Strahlungsenergie";"6";"6";"16244";"Schorfheide";"(natürliche Person)";"ABR950139687859";"3/24/2020"
"SEE951567886258";"Riesenschnautzer";"In Betrieb";"5/31/2017";"11/4/2020";"Solare Strahlungsenergie";"7,67";"7";"16356";"Ahrensfelde";"(natürliche Person)";"ABR917694863371";"7/22/2021"
"SEE983725835846";"Photovoltaik";"In Betrieb";"5/31/2017";"11/23/2020";"Solare Strahlungsenergie";"7,2";"7,2";"16247";"Joachimsthal";"(natürliche Person)";"ABR971378175068";"11/23/2020"
"SEE954013804660";"ABR974927807519";"In Betrieb";"5/31/2017";"12/10/2020";"Solare Strahlungsenergie";"4,77";"4,77";"16248";"Oderberg";"(natürliche Person)";"ABR974927807519";"12/10/2020"
"SEE979481132824";"Quittenring 15";"In Betrieb";"5/31/2017";"1/29/2021";"Solare Strahlungsenergie";"4,2";"3,7";"16321";"Bernau";"(natürliche Person)";"ABR901309661490";"1/29/2021"
"SEE912382474266";"FFA Werneuchen";"In Betrieb";"6/1/2017";"4/16/2019";"Solare Strahlungsenergie";"9984";"8000";"16356";"Ahrensfelde";"WVE Gmbh Kaiserslautern";"ABR900522549523";"7/31/2019"
"SEE934170008613";"Scheune";"In Betrieb";"6/1/2017";"1/3/2021";"Solare Strahlungsenergie";"7,92";"7,6";"16356";"Ahrensfelde";"(natürliche Person)";"ABR994367705824";"1/3/2021"
"SEE935188025647";"Solar Zepernick";"In Betrieb";"6/2/2017";"12/15/2020";"Solare Strahlungsenergie";"4,8";"4,8";"16341";"Panketal";"(natürliche Person)";"ABR988879569746";"12/15/2020"
"SEE956647913824";"Dach";"In Betrieb";"6/2/2017";"3/22/2021";"Solare Strahlungsenergie";"6,195";"6,195";"16321";"Bernau";"(natürliche Person)";"ABR904089500669";"3/30/2021"
"SEE931005924322";"Hausdach";"In Betrieb";"6/7/2017";"9/25/2020";"Solare Strahlungsenergie";"4,75";"4,75";"16348";"Wandlitz";"(natürliche Person)";"ABR969089360538";"9/25/2020"
"SEE986031749067";"Hausdach";"In Betrieb";"6/9/2017";"11/8/2020";"Solare Strahlungsenergie";"9,88";"9,88";"16348";"Wandlitz";"(natürliche Person)";"ABR943909072542";"11/8/2020"
"SEE904672277800";"PankSolar";"In Betrieb";"6/13/2017";"2/3/2019";"Solare Strahlungsenergie";"5,4";"5,4";"16341";"Panketal";"(natürliche Person)";"ABR961190995791";"5/14/2020"
"SEE953661010027";"ABR958315773402";"In Betrieb";"6/13/2017";"8/9/2020";"Solare Strahlungsenergie";"3,6";"3,5";"17268";"Templin";"(natürliche Person)";"ABR958315773402";"10/14/2020"
"SEE953039984974";"Hausdach";"In Betrieb";"6/16/2017";"1/28/2021";"Solare Strahlungsenergie";"9,9";"8";"16321";"Bernau";"(natürliche Person)";"ABR977894533641";"3/16/2021"
"SEE901543647694";"Hochbaudach";"In Betrieb";"6/20/2017";"5/8/2020";"Solare Strahlungsenergie";"28,62";"25";"16227";"Eberswalde";"Kreutzfeldt Besitzgesellschaft";"ABR934904821952";"5/27/2021"
"SEE904892363826";"Solaranlage Scheune";"In Betrieb";"6/21/2017";"7/21/2020";"Solare Strahlungsenergie";"19,08";"19,08";"16244";"Schorfheide";"(natürliche Person)";"ABR988906977575";"7/21/2020"
"SEE902127358609";"PVA Hausdach";"In Betrieb";"6/22/2017";"12/14/2020";"Solare Strahlungsenergie";"6,27";"5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR989216258019";"12/14/2020"
"SEE914832180796";"PICO-KUBOTA 1200";"In Betrieb";"6/23/2017";"4/16/2021";"Solare Strahlungsenergie";"7,28";"5,5";"16248";"Liepe";"(natürliche Person)";"ABR981126548105";"8/31/2021"
"SEE921580254167";"DOCO";"In Betrieb";"6/27/2017";"12/23/2019";"Solare Strahlungsenergie";"29,44";"29,44";"16341";"Panketal";"(natürliche Person)";"ABR928350124491";"4/7/2020"
"SEE977786617930";"Ostdach";"In Betrieb";"6/30/2017";"8/21/2019";"Solare Strahlungsenergie";"3,96";"3,96";"16247";"Joachimsthal";"(natürliche Person)";"ABR919381978498";"8/21/2019"
