"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE994469465534";"WEA Breydin 05";"In Betrieb";"12/30/2004";"12/9/2020";"Wind";"1500";"1500";"16230";"Breydin";"Windpark Heckelberg-Breydin GmbH & Co. KG";"ABR928507208616";"1/29/2021"
"SEE944398027259";"WEA Breydin 10";"In Betrieb";"12/30/2004";"12/14/2020";"Wind";"1500";"1500";"16230";"Breydin";"Windpark Heckelberg-Breydin GmbH & Co. KG";"ABR928507208616";"5/19/2021"
"SEE915862471298";"WEA Breydin 04";"In Betrieb";"12/31/2004";"12/9/2020";"Wind";"1500";"1500";"16230";"Breydin";"Windpark Heckelberg-Breydin GmbH & Co. KG";"ABR928507208616";"1/29/2021"
"SEE978071472210";"V20511";"In Betrieb";"2/1/2005";"2/14/2019";"Wind";"2000";"2000";"16230";"Sydower Fließ";"Windkraft Willmersdorf GbR";"ABR918904005147";"8/16/2019"
"SEE963990912336";"BHKW 4,7 kw";"In Betrieb";"5/9/2005";"1/31/2020";"Erdgas";"4,7";"4,7";"16321";"Bernau";"(natürliche Person)";"ABR955058589086";"1/31/2020"
"SEE987935419643";"WEA Heckelberg 02";"In Betrieb";"7/18/2005";"12/14/2020";"Wind";"1500";"1500";"16230";"Breydin";"Windpark Heckelberg-Breydin GmbH & Co. KG";"ABR928507208616";"9/14/2021"
"SEE906656729459";"WEA Heckelberg 03";"In Betrieb";"7/19/2005";"12/14/2020";"Wind";"1500";"1500";"16230";"Breydin";"Windpark Heckelberg-Breydin GmbH & Co. KG";"ABR928507208616";"9/14/2021"
"SEE997371066912";"WEA Heckelberg 01";"In Betrieb";"7/21/2005";"12/14/2020";"Wind";"1500";"1500";"16230";"Breydin";"Windpark Heckelberg-Breydin GmbH & Co. KG";"ABR928507208616";"9/14/2021"
"SEE942714279405";"WEA Heckelberg 04";"In Betrieb";"7/29/2005";"12/14/2020";"Wind";"1500";"1500";"16230";"Breydin";"Windpark Heckelberg-Breydin GmbH & Co. KG";"ABR928507208616";"9/14/2021"
"SEE904759607520";"Am KH12";"In Betrieb";"12/15/2005";"10/20/2021";"Speicher";"14,7";"14,7";"16225";"Eberswalde";"GZG Gesundheitszentrum Verwaltungs GmbH";"ABR947383771014";"10/20/2021"
"SEE963301038359";"Klärwerk Schönerlinde BHKW 1";"In Betrieb";"4/1/2006";"5/8/2019";"andere Gase";"536";"536";"16348";"Wandlitz";"Berliner Wasserbetriebe";"ABR990752860598";"5/5/2021"
"SEE906355702692";"WKA Ladeb";"In Betrieb";"10/9/2006";"1/30/2021";"Wind";"800";"800";"16321";"Bernau";"(natürliche Person)";"ABR950508552535";"1/5/2022"
"SEE964041814975";"1Heiz Energie GmbH";"In Betrieb";"12/21/2006";"10/9/2019";"Biomasse";"20000";"20000";"16225";"Eberswalde";"1Heiz Energie GmbH";"ABR902636325703";"3/9/2021"
"SEE904609846918";"Dachs-Senertec";"In Betrieb";"12/21/2006";"3/25/2021";"Erdgas";"5,5";"5,5";"16341";"Panketal";"(natürliche Person)";"ABR902834439219";"3/25/2021"
"SEE949886268473";"BGA Neuholland";"In Betrieb";"4/5/2007";"11/20/2019";"Biomasse";"537";"537";"16559";"Liebenwalde";"Neuholländer Fleischrind GmbH";"ABR903954243748";"9/18/2020"
"SEE959128737360";"BHKW Eberswalde Fritz-Weineck-Straße";"Endgültig stillgelegt";"6/21/2007";"10/8/2021";"Erdgas";"50";"50";"16227";"Eberswalde";"(natürliche Person)";"";"10/29/2021"
"SEE948572710241";"Wasserkraft Finowfurt";"In Betrieb";"11/1/2007";"6/11/2020";"Wasser";"30";"30";"16244";"Schorfheide";"Wasserkraft Finowfurt Kleiß GbR";"ABR940401245009";"1/27/2021"
"SEE909023757741";"V-29660";"In Betrieb";"2/4/2008";"10/28/2020";"Wind";"2000";"2000";"16356";"Ahrensfelde";"Wind Partner 41 Aps & Co. KG";"ABR902563117723";"4/7/2021"
"SEE926529917714";"BHKW 1 Uhlenhof";"In Betrieb";"2/14/2008";"12/7/2020";"Biomasse";"528";"528";"16244";"Schorfheide";"Bioenergie Uhlenhof GmbH & Co. KG";"ABR991218141688";"6/8/2021"
"SEE919503061381";"Flex BHKW Uhlenhof";"In Betrieb";"2/14/2008";"12/7/2020";"Biomasse";"237";"237";"16244";"Schorfheide";"Bioenergie Uhlenhof GmbH & Co. KG";"ABR991218141688";"6/17/2021"
"SEE985463088737";"HH Keller";"In Betrieb";"4/2/2008";"1/27/2021";"Erdgas";"5,5";"5,3";"16356";"Werneuchen";"(natürliche Person)";"ABR903764063222";"2/4/2021"
"SEE963818552904";"Batterie 3,4 kWh";"In Betrieb";"12/10/2008";"8/8/2020";"Speicher";"2,9";"2,9";"16348";"Wandlitz";"(natürliche Person)";"ABR909588096774";"5/3/2021"
"SEE961451199708";"32402";"In Betrieb";"1/28/2009";"10/12/2020";"Wind";"2000";"2000";"16321";"Bernau";"Wind Partner 45 ApS & Co. KG";"ABR906825116141";"6/26/2021"
"SEE959894172075";"R.-B. 36";"In Betrieb";"3/19/2009";"10/20/2021";"Speicher";"29,025";"29,025";"16225";"Eberswalde";"GZG Gesundheitszentrum Verwaltungs GmbH";"ABR947383771014";"10/20/2021"
"SEE982100413068";"BHKW";"In Betrieb";"9/2/2009";"1/6/2021";"Erdgas";"5,5";"5,5";"16348";"Marienwerder";"(natürliche Person)";"ABR922154882205";"6/22/2021"
"SEE921590113218";"BHKW";"In Betrieb";"9/11/2009";"11/10/2021";"Erdgas";"5,5";"5,5";"16341";"Panketal";"Sabine Blasek";"ABR924263823728";"5/6/2022"
"SEE972847821455";"LIN1";"In Betrieb";"10/16/2009";"11/28/2019";"Wind";"2050";"2050";"16356";"Ahrensfelde";"Phase 5 GmbH & Co. Lindenberg KG";"ABR965079021397";"12/9/2020"
"SEE975214305800";"Dachs BHKW 5.5 Gas";"In Betrieb";"10/19/2009";"6/6/2019";"Erdgas";"5,5";"5,5";"16356";"Werneuchen";"(natürliche Person)";"ABR977253729241";"8/9/2021"
"SEE998233198512";"WP Krummensee III";"In Betrieb";"10/26/2009";"12/17/2020";"Wind";"2000";"2000";"16356";"Ahrensfelde";"WEA Krummensee III UG (haftungsbeschränkt) & Co. KG";"ABR945164194915";"1/5/2021"
"SEE998972686691";"DachsTriftstraße";"In Betrieb";"12/9/2009";"10/27/2021";"Erdgas";"5,5";"5,5";"16225";"Eberswalde";"(natürliche Person)";"ABR954589083537";"10/27/2021"
"SEE924222604078";"Netzersatzanlage Haus 10 WFK";"In Betrieb";"1/13/2010";"1/15/2021";"Mineralölprodukte";"450";"450";"16225";"Eberswalde";"Klinikum Barnim GmbH Werner Forßmann Krankenhaus";"ABR981451596277";"5/12/2021"
"SEE900226457247";"2110013602611110030000027N9";"In Betrieb";"6/22/2010";"12/9/2019";"Erdgas";"3";"3";"16244";"Schorfheide";"(natürliche Person)";"ABR934827999677";"10/6/2021"
"SEE992297751676";"V 37091";"In Betrieb";"6/30/2010";"10/23/2019";"Wind";"2000";"2000";"16356";"Ahrensfelde";"InvestInvent 21. Windpark GmbH & Co. KG";"ABR981799404418";"1/21/2022"
"SEE910571726653";"BHKW Lichterfelde";"In Betrieb";"7/17/2010";"5/3/2021";"Biomasse";"537";"537";"16244";"Schorfheide";"Bioenergie Lichterfelde GmbH";"ABR968537728661";"1/11/2022"
"SEE900298490029";"V 35256";"In Betrieb";"9/30/2010";"10/23/2019";"Wind";"2000";"2000";"16356";"Ahrensfelde";"InvestInvent 21. Windpark GmbH & Co. KG";"ABR981799404418";"1/21/2022"
"SEE991607974026";"Biogasanlage BIRKHOLZ";"In Betrieb";"12/29/2010";"11/30/2020";"Biomasse";"600";"600";"16321";"Bernau";"Bioenergie BIRKHOLZ GmbH&Co.KG";"ABR916051401324";"4/28/2021"
"SEE936157384529";"BHKW-1-600-kW-Albertshof";"In Betrieb";"1/28/2011";"11/19/2019";"Biomasse";"600";"600";"16321";"Rüdnitz";"Bioenergie Albertshof GmbH % Co. KG";"ABR915427403870";"5/19/2021"
"SEE901843068540";"BHKW 1 Kw Vaillant";"In Betrieb";"2/24/2011";"1/27/2021";"Erdgas";"1";"1";"16356";"Werneuchen";"Daniel Berg";"ABR919559720546";"1/27/2021"
"SEE907286810494";"KREBSKIND";"In Betrieb";"7/11/2011";"2/17/2021";"Speicher";"7,14";"7,14";"16356";"Werneuchen";"(natürliche Person)";"ABR901464503185";"2/23/2021"
"SEE997868841916";"BHKW Schorfheide";"In Betrieb";"8/30/2011";"12/21/2020";"Erdgas";"15,2";"15,2";"16244";"Schorfheide";"e.distherm Wärmedienstleistungen GmbH";"ABR972036277445";"6/19/2021"
"SEE969124750669";"BGA 1 Hohenfinow";"In Betrieb";"9/28/2011";"2/8/2019";"Biomasse";"191";"191";"16248";"Hohenfinow";"KIMA GmbH Hohenfinow";"ABR993066058125";"9/18/2020"
"SEE937068135675";"BHKW Ringhotel Schorfheide";"In Betrieb";"10/18/2011";"12/10/2019";"Erdgas";"18";"18";"16247";"Joachimsthal";"Schorfheider Dienstleistungs GmbH";"ABR906500544511";"12/10/2019"
"SEE969934769226";"BGA 2 Hohenfinow";"In Betrieb";"10/26/2011";"2/8/2019";"Biomasse";"365";"365";"16248";"Hohenfinow";"KIMA GmbH Hohenfinow";"ABR993066058125";"1/27/2021"
"SEE927517564736";"BGA Templin";"In Betrieb";"11/23/2011";"10/14/2020";"Biomasse";"549";"549";"17268";"Templin";"energielenker BGA Templin GmbH";"ABR954927515515";"10/14/2020"
"SEE988793961084";"Blockheizkraftwerk  1  WFK";"In Betrieb";"11/25/2011";"1/15/2021";"Erdgas";"237";"237";"16225";"Eberswalde";"Klinikum Barnim GmbH Werner Forßmann Krankenhaus";"ABR981451596277";"1/15/2021"
"SEE922342254012";"LIN5";"In Betrieb";"12/30/2011";"11/28/2019";"Wind";"2050";"2050";"16356";"Ahrensfelde";"Phase 5 GmbH & Co. Lindenberg 4 KG";"ABR964740743996";"12/9/2020"
"SEE938290969311";"BHKW Recyclinghof";"In Betrieb";"1/4/2012";"2/16/2021";"Erdgas";"3";"3";"16321";"Bernau";"Stadtwerke Bernau";"ABR907667314023";"3/31/2021"
"SEE938428080475";"Dachsanlage Keller Vorderhaus";"In Betrieb";"1/5/2012";"12/10/2020";"Erdgas";"11";"11";"16356";"Werneuchen";"Jugendbildungsstätte Kurt-Löwenstein e.V.";"ABR998515408117";"1/4/2022"
"SEE936219982922";"KW Schönerlinde MGT 1";"In Betrieb";"1/12/2012";"5/8/2019";"andere Gase";"200";"200";"16348";"Wandlitz";"Berliner Wasserbetriebe";"ABR990752860598";"7/13/2021"
"SEE982445183329";"LIN2";"In Betrieb";"1/16/2012";"11/28/2019";"Wind";"2050";"2050";"16356";"Ahrensfelde";"Phase 5 GmbH & Co. Lindenberg KG";"ABR965079021397";"12/9/2020"
"SEE999919573104";"Hotel Haus Chorin";"In Betrieb";"2/20/2012";"12/16/2020";"Erdgas";"20";"20";"16230";"Chorin";"WI-Lafim GmbH";"ABR967797507290";"9/29/2021"
"SEE932696043071";"Wasserkraftanlage Liepe";"In Betrieb";"3/9/2012";"2/12/2019";"Wasser";"65";"60";"16248";"Liepe";"Wasserkraft Finowkanal GmbH";"ABR960757752037";"5/28/2019"
"SEE995717565341";"KWK";"In Betrieb";"3/14/2012";"8/18/2020";"Erdgas";"1";"1";"16348";"Marienwerder";"(natürliche Person)";"ABR937792389276";"6/25/2021"
"SEE980382901785";"LIN4";"In Betrieb";"5/24/2012";"12/13/2019";"Wind";"3370";"3370";"16356";"Ahrensfelde";"Phase 5 UG (haftungsbeschränkt) & Co. Lindenberg 3 KG";"ABR908380882721";"12/14/2020"
"SEE944478216351";"LIN3";"In Betrieb";"5/30/2012";"12/13/2019";"Wind";"3370";"3370";"16356";"Ahrensfelde";"Phase 5 UG (haftungsbeschränkt) & Co. Lindenberg 3 KG";"ABR908380882721";"12/14/2020"
"SEE922420530090";"BHKW Eberswalde";"In Betrieb";"7/24/2012";"12/3/2020";"Erdgas";"15,2";"15,2";"16225";"Eberswalde";"e.distherm Wärmedienstleistungen GmbH";"ABR972036277445";"8/23/2021"
"SEE911567954593";"Batteriespeicher";"In Betrieb";"8/1/2012";"11/22/2019";"Speicher";"6,8";"6,8";"16244";"Schorfheide";"(natürliche Person)";"ABR989265039287";"11/22/2019"
"SEE995086726626";"mini-Blockheizkraftwerk Schule Blumberg";"In Betrieb";"8/8/2012";"1/18/2021";"Erdgas";"4,7";"4,7";"16356";"Ahrensfelde";"Gemeinde Ahrensfelde";"ABR988360499422";"6/28/2021"
"SEE996798806514";"BHKW Am Mahlbusen";"In Betrieb";"8/15/2012";"2/16/2021";"Erdgas";"4,7";"4,7";"16321";"Bernau";"Stadtwerke Bernau";"ABR907667314023";"2/16/2021"
"SEE949228291152";"BHKW Heinrich-Heine-Str.";"In Betrieb";"8/20/2012";"2/16/2021";"Erdgas";"4,7";"4,7";"16321";"Bernau";"Stadtwerke Bernau";"ABR907667314023";"2/16/2021"
"SEE952654700068";"2 Module BHKW II";"In Betrieb";"8/29/2012";"11/25/2019";"Erdgas";"308";"308";"16321";"Bernau";"Stadtwerke Bernau";"ABR907667314023";"4/14/2021"
"SEE940581768367";"Hausdach";"In Betrieb";"9/4/2012";"6/7/2020";"Speicher";"3,29";"3,29";"16230";"Britz";"(natürliche Person)";"ABR959934489002";"6/7/2020"
"SEE933764596642";"Sonne auf unserem Dach in Wandlitz_2";"In Betrieb";"9/13/2012";"3/29/2020";"Speicher";"5";"5";"16348";"Wandlitz";"(natürliche Person)";"ABR908604697414";"5/3/2021"
"SEE945671795285";"PV Batterie";"In Betrieb";"10/18/2012";"12/1/2020";"Speicher";"4";"4";"16227";"Eberswalde";"(natürliche Person)";"ABR935492248879";"12/15/2020"
"SEE923266884194";"Schönerlinderstraße 25a";"In Betrieb";"11/1/2012";"9/23/2021";"Erdgas";"5,5";"5,5";"16321";"Bernau";"Stadt Bernau bei Berlin // Der Bürgermeister //";"ABR996507211400";"10/27/2021"
"SEE914127286677";"eno920007";"In Betrieb";"11/26/2012";"4/3/2019";"Wind";"2000";"2000";"16348";"Wandlitz";"Berliner Wasserbetriebe";"ABR990752860598";"3/10/2020"
"SEE962864383173";"eno920008";"In Betrieb";"11/29/2012";"4/3/2019";"Wind";"2000";"2000";"16348";"Wandlitz";"Berliner Wasserbetriebe";"ABR990752860598";"2/26/2020"
"SEE982531647360";"eno920009";"In Betrieb";"12/7/2012";"4/3/2019";"Wind";"2000";"2000";"16348";"Wandlitz";"Berliner Wasserbetriebe";"ABR990752860598";"3/16/2020"
"SEE980535915119";"Speicher";"In Betrieb";"12/12/2012";"10/29/2019";"Speicher";"6,3";"5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR994824322755";"10/29/2019"
"SEE954286566326";"Batterie Carport";"In Betrieb";"12/18/2012";"1/13/2021";"Speicher";"1,7";"1,7";"16230";"Britz";"(natürliche Person)";"ABR946849705044";"1/13/2021"
"SEE944756051452";"BHKW MAG";"In Betrieb";"1/16/2013";"3/8/2019";"Erdgas";"5,5";"5,5";"16348";"Wandlitz";"Hiram Haus Neudorf e.V.";"ABR962774056297";"4/20/2021"
"SEE997122563233";"BHKW";"In Betrieb";"2/13/2013";"8/23/2021";"Erdgas";"20";"20";"16225";"Eberswalde";"Stadt Eberswalde Amt für Hochbau und Gebäudewirtschaft";"ABR984372316160";"10/26/2021"
"SEE987750173768";"Hausdach";"In Betrieb";"3/5/2013";"4/4/2022";"Speicher";"4";"4";"16348";"Wandlitz";"(natürliche Person)";"ABR939972301412";"4/4/2022"
"SEE998307622271";"BAE";"In Betrieb";"3/27/2013";"6/17/2020";"Speicher";"3,12";"3,12";"16341";"Panketal";"(natürliche Person)";"ABR929788849147";"5/3/2021"
"SEE998315381573";"KWK-Anlage-Wandlitz";"In Betrieb";"4/15/2013";"4/1/2019";"Erdgas";"4,7";"4,7";"16348";"Wandlitz";"Gemeinde Wandlitz";"ABR950116937526";"6/22/2021"
"SEE917504830890";"Blockheizkraftwerk";"In Betrieb";"4/16/2013";"8/26/2020";"Erdgas";"1";"1";"16356";"Ahrensfelde";"(natürliche Person)";"ABR971221420871";"8/26/2020"
"SEE958276381029";"Vaillant BHKW 1.0";"In Betrieb";"4/17/2013";"1/26/2021";"Erdgas";"1";"1";"16225";"Eberswalde";"(natürliche Person)";"ABR907536308283";"1/26/2021"
"SEE984112319918";"Sonnenbatterie 1";"In Betrieb";"4/18/2013";"2/2/2019";"Speicher";"3";"3";"16356";"Ahrensfelde";"(natürliche Person)";"ABR943667846577";"5/28/2019"
"SEE955441857563";"BHKW2,5Intelli";"In Betrieb";"5/8/2013";"12/17/2020";"Erdgas";"2,6";"2,5";"16356";"Werneuchen";"(natürliche Person)";"ABR928068976269";"8/31/2021"
"SEE993209964078";"Batterien";"In Betrieb";"5/27/2013";"2/1/2019";"Speicher";"2";"2";"16247";"Althüttendorf";"(natürliche Person)";"ABR906116271269";"5/28/2019"
"SEE943289873067";"BHKW-Schönerlinde";"In Betrieb";"6/13/2013";"5/11/2020";"Biomasse";"400";"400";"16348";"Wandlitz";"Biogas Schönerlinde GmbH & Co. KG";"ABR975887988607";"10/15/2021"
"SEE977031344611";"BHKW1EDst5b";"In Betrieb";"6/27/2013";"8/24/2020";"Erdgas";"1";"1";"16356";"Ahrensfelde";"(natürliche Person)";"ABR948392860584";"8/24/2020"
"SEE911466649088";"Wasserkraftanlage Stecher Schleuse";"In Betrieb";"7/1/2013";"2/9/2019";"Wasser";"91,84";"91,84";"16248";"Niederfinow";"Bilgram Wasserkraft";"ABR991156503838";"10/27/2019"
"SEE941181011594";"Dachs Stirling";"Endgültig stillgelegt";"7/8/2013";"11/22/2021";"Erdgas";"1";"1";"16359";"Biesenthal";"(natürliche Person)";"ABR927158191872";"5/2/2022"
"SEE964178343966";"V201629";"In Betrieb";"7/18/2013";"2/13/2019";"Wind";"3075";"3075";"16230";"Sydower Fließ";"Windpark TEWI GmbH & Co. KG";"ABR900414897800";"5/28/2019"
"SEE916547345040";"V201626";"In Betrieb";"7/22/2013";"2/12/2019";"Wind";"3075";"3075";"16230";"Sydower Fließ";"Windpark TEWI GmbH & Co. KG";"ABR900414897800";"4/5/2020"
"SEE901918302777";"V201631";"In Betrieb";"7/26/2013";"2/13/2019";"Wind";"3075";"3075";"16230";"Sydower Fließ";"Windpark TEWI GmbH & Co. KG";"ABR900414897800";"5/28/2019"
"SEE949239845351";"V201628";"In Betrieb";"7/29/2013";"2/13/2019";"Wind";"3075";"3075";"16230";"Sydower Fließ";"Windpark TEWI GmbH & Co. KG";"ABR900414897800";"4/5/2020"
"SEE946637214581";"V201627";"In Betrieb";"7/30/2013";"2/13/2019";"Wind";"3075";"3075";"16230";"Sydower Fließ";"Windpark TEWI GmbH & Co. KG";"ABR900414897800";"5/28/2019"
"SEE975314683921";"V201618";"In Betrieb";"7/30/2013";"2/13/2019";"Wind";"2000";"2000";"16230";"Sydower Fließ";"Windpark TEWI GmbH & Co. KG";"ABR900414897800";"5/28/2019"
"SEE949896514690";"V201630";"In Betrieb";"7/31/2013";"2/13/2019";"Wind";"3075";"3075";"16230";"Sydower Fließ";"Windpark TEWI GmbH & Co. KG";"ABR900414897800";"5/28/2019"
"SEE910281950607";"Batteriespeicher Hausdach RH";"In Betrieb";"8/9/2013";"7/20/2019";"Speicher";"3,7";"3,7";"16244";"Schorfheide";"(natürliche Person)";"ABR923176538149";"7/20/2019"
"SEE953375055024";"V201632";"In Betrieb";"8/16/2013";"2/13/2019";"Wind";"3075";"3075";"16230";"Sydower Fließ";"Windpark Willmersdorf III GmbH & Co. KG";"ABR941428337852";"10/12/2021"
"SEE918663105409";"Batterie";"In Betrieb";"8/16/2013";"6/27/2019";"Speicher";"3,7";"3,7";"16244";"Schorfheide";"(natürliche Person)";"ABR922125707391";"6/27/2019"
"SEE980521577758";"Hoppecke Batterie Solar Pack";"In Betrieb";"8/17/2013";"5/11/2020";"Speicher";"5";"3";"16341";"Panketal";"(natürliche Person)";"ABR928323146680";"5/11/2020"
"SEE944424003806";"Speicher";"In Betrieb";"8/22/2013";"10/22/2021";"Speicher";"7,4";"7,4";"16230";"Sydower Fließ";"Ehlert und Novy GbR";"ABR924207708838";"10/22/2021"
"SEE901731820847";"V201624";"In Betrieb";"8/23/2013";"2/12/2019";"Wind";"3075";"3075";"16230";"Sydower Fließ";"Windpark TEWI GmbH & Co. KG";"ABR900414897800";"3/8/2020"
"SEE967142227637";"V201625";"In Betrieb";"8/23/2013";"2/12/2019";"Wind";"3075";"3075";"16230";"Sydower Fließ";"Windpark TEWI GmbH & Co. KG";"ABR900414897800";"3/8/2020"
"SEE944272631923";"Speicher Brieske";"In Betrieb";"8/26/2013";"1/19/2022";"Speicher";"5";"3";"16341";"Panketal";"(natürliche Person)";"ABR984349834017";"1/19/2022"
"SEE916188737518";"BHKW";"In Betrieb";"8/27/2013";"7/15/2020";"Erdgas";"1";"1";"16248";"Parsteinsee";"Grundstücksgemeinschaft Wangard/Moore GbR";"ABR918900471779";"7/15/2020"
"SEE986386280444";"V201633";"In Betrieb";"9/2/2013";"2/13/2019";"Wind";"3075";"3075";"16230";"Sydower Fließ";"Windpark Willmersdorf III GmbH & Co. KG";"ABR941428337852";"10/18/2021"
"SEE939127209532";"V201634";"In Betrieb";"9/10/2013";"2/13/2019";"Wind";"3075";"3075";"16230";"Sydower Fließ";"Windpark Willmersdorf III GmbH & Co. KG";"ABR941428337852";"12/15/2021"
"SEE938324896200";"Batterie Solarstrom";"In Betrieb";"9/11/2013";"4/19/2020";"Speicher";"7,4";"4,6";"16321";"Bernau";"(natürliche Person)";"ABR969172471035";"1/11/2021"
"SEE923885990375";"V201744";"In Betrieb";"9/16/2013";"2/13/2019";"Wind";"3075";"3075";"16230";"Sydower Fließ";"Windpark Willmersdorf II GmbH & Co. KG";"ABR989518648280";"5/28/2019"
"SEE917024388956";"BHKW";"In Betrieb";"9/18/2013";"12/8/2020";"Erdgas";"20";"20";"16348";"Wandlitz";"(natürliche Person)";"ABR962070367042";"12/8/2020"
"SEE960038555357";"V201745";"In Betrieb";"9/19/2013";"2/13/2019";"Wind";"3075";"3075";"16230";"Sydower Fließ";"Windpark Willmersdorf II GmbH & Co. KG";"ABR989518648280";"5/28/2019"
"SEE979472463418";"201742";"In Betrieb";"9/19/2013";"9/17/2019";"Wind";"3075";"3075";"16356";"Werneuchen";"Willmersdorf Repowering GmbH & Co. KG";"ABR954496004809";"9/17/2019"
"SEE933817413773";"V201743";"In Betrieb";"9/23/2013";"2/13/2019";"Wind";"3075";"3075";"16230";"Sydower Fließ";"Windpark Willmersdorf II GmbH & Co. KG";"ABR989518648280";"5/28/2019"
"SEE940296945039";"201740";"In Betrieb";"9/25/2013";"9/17/2019";"Wind";"3075";"3075";"16356";"Werneuchen";"Willmersdorf Repowering GmbH & Co. KG";"ABR954496004809";"7/1/2021"
"SEE909689295212";"Batteriespeicher PV-Anlage Akazienhain 1";"In Betrieb";"9/25/2013";"7/2/2020";"Speicher";"4";"4";"16348";"Wandlitz";"(natürliche Person)";"ABR958194609397";"7/2/2020"
"SEE911004063017";"201741";"In Betrieb";"9/30/2013";"9/17/2019";"Wind";"3075";"3075";"16356";"Werneuchen";"Willmersdorf Repowering GmbH & Co. KG";"ABR954496004809";"9/17/2019"
"SEE958536472795";"BHKW";"In Betrieb";"10/16/2013";"1/29/2021";"Erdgas";"33";"33";"16321";"Bernau";"Ladeburger Concepte gGmbH";"ABR976966416318";"2/2/2021"
"SEE908044385322";"AkkuSonnenschein1";"In Betrieb";"10/28/2013";"5/6/2020";"Speicher";"4,6";"4,6";"16341";"Panketal";"(natürliche Person)";"ABR976340974588";"5/6/2020"
"SEE989105376633";"PVA BH 02";"In Betrieb";"11/8/2013";"2/8/2021";"Speicher";"2";"2";"16230";"Britz";"(natürliche Person)";"ABR926225296861";"2/8/2021"
"SEE932902680182";"T100052";"In Betrieb";"11/27/2013";"7/29/2019";"Erdgas";"22";"22";"16359";"Biesenthal";"enercity Contracting GmbH";"ABR942767528161";"8/27/2020"
"SEE918603652444";"Batteriespeicher Sonnenweg";"Endgültig stillgelegt";"11/28/2013";"8/19/2020";"Speicher";"3,5";"3,5";"16225";"Eberswalde";"(natürliche Person)";"ABR942571019763";"9/24/2020"
"SEE936749390471";"BHKW Johann-Strauß-Straße";"In Betrieb";"12/1/2013";"1/29/2021";"Erdgas";"174";"140";"16321";"Bernau";"Brandenburgklinik Berlin-Brandenburg GmbH";"ABR919689822363";"2/5/2021"
"SEE902303437074";"BHKW1";"In Betrieb";"12/2/2013";"10/1/2019";"Erdgas";"4,7";"4,7";"16348";"Wandlitz";"Potschien Energie GbR";"ABR999978186307";"10/1/2019"
"SEE989870709889";"BHKW Prignitzer Str.  U 5";"In Betrieb";"12/12/2013";"1/7/2021";"andere Gase";"2000";"2000";"16227";"Eberswalde";"EWE VERTRIEB GmbH";"ABR948415910210";"5/25/2021"
"SEE908220054806";"Anlage B";"In Betrieb";"12/12/2013";"1/28/2021";"Erdgas";"1";"1";"16321";"Bernau";"(natürliche Person)";"ABR922154882205";"1/28/2021"
"SEE946291273917";"Büro";"In Betrieb";"12/16/2013";"5/14/2020";"Speicher";"7,1";"4";"16248";"Parsteinsee";"(natürliche Person)";"ABR994113839407";"4/26/2021"
"SEE911837261352";"BHKW I Turbine";"In Betrieb";"1/14/2014";"11/25/2019";"Erdgas";"1720";"1681";"16321";"Bernau";"Stadtwerke Bernau";"ABR907667314023";"4/14/2021"
"SEE949226265223";"Waerme ABR979849855457";"In Betrieb";"1/15/2014";"11/3/2021";"Erdgas";"4,7";"4,7";"16348";"Wandlitz";"Gasthaus Rosche";"ABR979849855457";"11/3/2021"
"SEE905522415861";"Speicher Goeth";"In Betrieb";"1/23/2014";"2/23/2019";"Speicher";"7";"7";"16356";"Ahrensfelde";"(natürliche Person)";"ABR901461712801";"5/28/2019"
